field_1,s_id,nzsegment,nzreach,nztme,nztmn,long,lat,period,np_id,np_id_name,np_id_units,q_5,q_20,q_25,median,q_75,q_80,q_95,g_540,g_260,ann_max,nof_swim,nof_toxicity,anzg_meet,mci_band,sof,climate,src_of_flw,dominant_landcover,n_values,n_rightcensored,n_leftcensored,dl,al,imputed_lower,imputed_upper,month_ok,quarter_ok,year_ok,c_q_5,c_q_20,c_q_25,c_median,c_q_75,c_q_80,c_q_95,c_ann_max,sid,river,location,sitename,siteid,rcid,councilsiteid,councilsit,landcover,nzmge,nzmgn,anz_dgv_q80,anz_dgv_q20
2063,ECAN-00119,13204437,13522285,1403064.3539991,5034282.40389925,170.50919364857,-44.8176989846388,2013-2017,CLAR,Clarity,m,1.2075,4.659,5.1875,6.3,8.08991,8.70209,12.07694,NA,NA,13.977811974983,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,41,16,0,NA,NA,No censored - no imputation required,Imputed,FALSE,TRUE,FALSE,1.2075,4.659,5.1875,>6,>6,>6,NA,NA,NA,Otiake River,Mt Bell Station,Otiake River at Mt Bell Station,Otiake River Mt Bell Station,ECAN,SQ10167,NA,T,2312957,5595938,NA,1.3
2064,ECAN-00119,13204437,13522285,1403064.3539991,5034282.40389925,170.50919364857,-44.8176989846388,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.005,0.005,0.005,0.005,0.005,0.0075,0.00825,NA,NA,0.013,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,44,0,34,0.01,NA,Not Imputed - model fit failed,No censored - no imputation required,FALSE,TRUE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,NA,0.013,NA,Otiake River,Mt Bell Station,Otiake River at Mt Bell Station,Otiake River Mt Bell Station,ECAN,SQ10167,NA,T,2312957,5595938,6,NA
2065,ECAN-00119,13204437,13522285,1403064.3539991,5034282.40389925,170.50919364857,-44.8176989846388,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.00107,0.00263,0.00307,0.0095,0.036,0.0377,0.0712,NA,NA,0.083,NA,A,Meets,NA,CD/H,CD,H,Pastoral,44,0,11,0.002,NA,Imputed,No censored - no imputation required,FALSE,TRUE,FALSE,<0.002,<0.002,<0.002,0.0095,0.036,0.0377,0.0712,0.083,NA,Otiake River,Mt Bell Station,Otiake River at Mt Bell Station,Otiake River Mt Bell Station,ECAN,SQ10167,NA,T,2312957,5595938,18,NA
2066,ECAN-00119,13204437,13522285,1403064.3539991,5034282.40389925,170.50919364857,-44.8176989846388,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00203,0.00266,0.00293,0.00384,0.00439,0.00456,0.00812,NA,NA,0.00986222967824201,NA,A,NA,NA,CD/H,CD,H,Pastoral,44,0,34,0.0090366726218655,NA,Not Imputed - model fit failed,No censored - no imputation required,FALSE,TRUE,FALSE,<0.0090366726218655,<0.0090366726218655,<0.0090366726218655,<0.0090366726218655,<0.0090366726218655,<0.0090366726218655,NA,0.00986222967824201,NA,Otiake River,Mt Bell Station,Otiake River at Mt Bell Station,Otiake River Mt Bell Station,ECAN,SQ10167,NA,T,2312957,5595938,NA,NA
2067,ECAN-00119,13204437,13522285,1403064.3539991,5034282.40389925,170.50919364857,-44.8176989846388,2013-2017,ECOLI,E. coli,cfu/100mL,0.28204,1,2,3.5,17.5,22.5,57.6,0,0,125,NA,NA,NA,NA,CD/H,CD,H,Pastoral,44,0,4,1,NA,Imputed,No censored - no imputation required,FALSE,TRUE,FALSE,<1,1,2,3.5,17.5,22.5,57.6,125,NA,Otiake River,Mt Bell Station,Otiake River at Mt Bell Station,Otiake River Mt Bell Station,ECAN,SQ10167,NA,T,2312957,5595938,NA,NA
2068,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00097,0.00141,0.0021,0.00305,0.0046,0.0049,0.00824,NA,NA,0.012,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,58,0,8,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.001,0.00141,0.0021,0.00305,0.0046,0.0049,0.00824,0.012,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,6,NA
2069,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00245,0.00262,0.00275,0.00291,0.00322,0.0034,0.00513,NA,NA,0.00692992809277014,NA,A,NA,NA,CD/H,CD,H,Pastoral,57,0,42,0.00514401473126152,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00514401473126152,<0.00514401473126152,<0.00514401473126152,<0.00514401473126152,<0.00514401473126152,<0.00514401473126152,NA,0.00692992809277014,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,NA,NA
2070,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,ECOLI,E. coli,cfu/100mL,24.8,62.3,73,131,326,363,1329.6,0.137931034482759,0.275862068965517,2420,NA,NA,NA,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,24.8,62.3,73,131,326,363,1329.6,2420,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,NA,NA
2071,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,TP,Total phosphorus,g/m3,0.00094,0.00222,0.00267,0.0065,0.01,0.012,0.0196,NA,NA,0.75,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,58,0,18,0.004,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.004,<0.004,<0.004,0.0065,0.01,0.012,0.0196,0.75,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,9,NA
2072,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,CLAR,Clarity,m,1.056,1.94,2.11,3.19,5.29,5.606,7.56,NA,NA,11.7713358445059,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,56,1,0,NA,NA,No censored - no imputation required,Imputed,TRUE,FALSE,FALSE,1.056,1.94,2.11,3.19,5.29,5.606,7.56,NA,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,NA,1.3
2073,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00556,0.00686,0.00719,0.00788,0.00965,0.01,0.0132,NA,NA,0.019,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,42,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,0.01,0.0132,0.019,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,6,NA
2074,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,TURB,Turbidity,NTU,0.274,0.48,0.53,0.97,1.7,2.1,19.24,NA,NA,420,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.274,0.48,0.53,0.97,1.7,2.1,19.24,420,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,0.9,NA
2075,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,TN,Total nitrogen,g/m3,0.644,1.072,1.16,1.6,2.2,2.39,3.9,NA,NA,4.9,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.644,1.072,1.16,1.6,2.2,2.39,3.9,4.9,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,103,NA
2076,ECAN-00121,13204933,13522369,1413126.12419937,5034783.85359926,170.636526368922,-44.8158925847643,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.564,0.97,1,1.51,1.97,2.178,3.3,NA,NA,4,NA,B,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.564,0.97,1,1.51,1.97,2.178,3.3,4,NA,Penticotico Stream,SH83,Penticotico Stream at SH83,Penticotico Stream SH83,ECAN,SQ10174,NA,T,2323058,5596420,18,NA
2077,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.0075,NA,NA,0.0075,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,58,0,48,0.00375,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00375,<0.00375,<0.00375,<0.00375,<0.00375,<0.00375,0.0075,0.0075,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,6,NA
2078,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,ECOLI,E. coli,cfu/100mL,4,13.2,22,46.5,104,116.3,362.6,0.0344827586206897,0.0862068965517241,921,NA,NA,NA,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,4,13.2,22,46.5,104,116.3,362.6,921,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,NA,NA
2079,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,TN,Total nitrogen,g/m3,0.1788,0.1901,0.21,0.255,0.33,0.348,0.466,NA,NA,0.62,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.1788,0.1901,0.21,0.255,0.33,0.348,0.466,0.62,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,103,NA
2080,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,TP,Total phosphorus,g/m3,0.0094,0.0111,0.012,0.0155,0.021,0.022,0.0296,NA,NA,0.038,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0094,0.0111,0.012,0.0155,0.021,0.022,0.0296,0.038,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,9,NA
2081,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.004,0.0101,0.013,0.0235,0.064,0.07,0.1276,NA,NA,0.34,NA,A,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,2,0.002,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.004,0.0101,0.013,0.0235,0.064,0.07,0.1276,0.34,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,18,NA
2082,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,CLAR,Clarity,m,1.0615,1.289,1.345,1.58,1.8725,1.96,2.522,NA,NA,6.92,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,57,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,1.0615,1.289,1.345,1.58,1.8725,1.96,2.522,6.92,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,NA,1.3
2083,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,TURB,Turbidity,NTU,1.044,1.3,1.34,2.15,2.8,3.08,4.32,NA,NA,11.4,NA,NA,Does not meet,NA,CD/H,CD,H,Pastoral,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,1.044,1.3,1.34,2.15,2.8,3.08,4.32,11.4,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,0.9,NA
2084,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00107,0.00172,0.0021,0.003,0.0035,0.00418,0.00516,NA,NA,0.014,NA,NA,Meets,NA,CD/H,CD,H,Pastoral,58,0,5,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.001,0.00172,0.0021,0.003,0.0035,0.00418,0.00516,0.014,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,6,NA
2085,ECAN-00123,13164156,13510147,1386024.45919873,5105219.57849932,170.323269065486,-44.1748748918999,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00135,0.00135,0.00135,0.00135,0.00243,0.00262,0.00438,NA,NA,0.00541459966403603,NA,A,NA,NA,CD/H,CD,H,Pastoral,57,0,48,0.00523330341165482,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00523330341165482,<0.00523330341165482,<0.00523330341165482,<0.00523330341165482,<0.00523330341165482,<0.00523330341165482,NA,0.00541459966403603,NA,Maryburn,SH8 Bridge,Maryburn at SH8 Bridge,Mary Burn d/s SH8,ECAN,SQ10275,NA,T,2295987,5666858,NA,NA
2086,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,ECOLI,E. coli,cfu/100mL,0.67324,2.1,3,10,21,24.8,52.4,0,0.0172413793103448,308,NA,NA,NA,NA,CD/M,CD,M,Native,58,0,6,1,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<1,2.1,3,10,21,24.8,52.4,308,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,NA,NA
2087,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,TURB,Turbidity,NTU,0.24,0.311,0.33,0.645,1.37,1.929,20.92,NA,NA,106,NA,NA,Meets,NA,CD/M,CD,M,Native,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.24,0.311,0.33,0.645,1.37,1.929,20.92,106,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,2.9,NA
2088,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,TP,Total phosphorus,g/m3,0.00085,0.00188,0.00224,0.00368,0.006,0.008,0.027,NA,NA,0.157,NA,NA,Meets,NA,CD/M,CD,M,Native,58,0,29,0.004,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.004,<0.004,<0.004,<0.004,0.006,0.008,0.027,0.157,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,13,NA
2089,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,CLAR,Clarity,m,0.963,2.392,3,4.88,6.51,6.862,8.06,NA,NA,8.77,NA,NA,Meets,NA,CD/M,CD,M,Native,52,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,FALSE,TRUE,FALSE,0.963,2.392,3,4.88,6.51,6.862,8.06,8.77,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,NA,1.1
2090,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,TN,Total nitrogen,g/m3,0.0364,0.044,0.044,0.055,0.077,0.0858,0.1148,NA,NA,0.23,NA,NA,Meets,NA,CD/M,CD,M,Native,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0364,0.044,0.044,0.055,0.077,0.0858,0.1148,0.23,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,144,NA
2091,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.00036,0.00086,0.00105,0.0017,0.003,0.0032,0.012,NA,NA,0.189,NA,A,Meets,NA,CD/M,CD,M,Native,58,0,36,0.002,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.002,<0.002,<0.002,<0.002,0.003,0.0032,0.012,0.189,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,30,NA
2092,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00623,0.00707,0.00728,0.00757,0.00855,0.00879,0.01003,NA,NA,0.015,NA,NA,Does not meet,NA,CD/M,CD,M,Native,58,0,46,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,<0.01,<0.01,<0.01,<0.01,<0.01,0.01003,0.015,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,7,NA
2093,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00055,0.00091,0.00101,0.0016,0.0026,0.00297,0.00428,NA,NA,0.007,NA,NA,Meets,NA,CD/M,CD,M,Native,58,0,17,0.001,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.001,<0.001,<0.001,0.0016,0.0026,0.00297,0.00428,0.007,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,7,NA
2094,ECAN-00124,13190895,13519343,1378031.32739842,5057173.61129925,170.20287675089,-44.6045296540194,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00281,0.00317,0.00322,0.00331,0.00333,0.00353,0.00436,NA,NA,0.0087800304069519,NA,A,NA,NA,CD/M,CD,M,Native,55,0,44,0.00768327952561748,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00768327952561748,<0.00768327952561748,<0.00768327952561748,<0.00768327952561748,<0.00768327952561748,<0.00768327952561748,NA,0.0087800304069519,NA,Otematata River,SH83,Otematata River at SH83,Otematata River SH83,ECAN,SQ10301,NA,T,2287973,5618829,NA,NA
2095,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.01535,0.0763,0.09375,0.21,0.53,0.587,1.96,NA,NA,4.4,NA,NA,Does not meet,NA,CD/L,CD,L,Urban area,57,0,5,0.01,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.01,0.0763,0.09375,0.21,0.53,0.587,1.96,4.4,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,10,NA
2096,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,TN,Total nitrogen,g/m3,0.654,0.815,0.96,1.23,1.67,1.718,3.54,NA,NA,6.2,NA,NA,Does not meet,NA,CD/L,CD,L,Urban area,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.654,0.815,0.96,1.23,1.67,1.718,3.54,6.2,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,913,NA
2097,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.0782,0.1152,0.122,0.215,0.34,0.377,0.558,NA,NA,0.72,NA,NA,Does not meet,NA,CD/L,CD,L,Urban area,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0782,0.1152,0.122,0.215,0.34,0.377,0.558,0.72,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,8,NA
2098,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,NH4N_adj,Ammoniacal nitrogen (adjusted),g/m3,0.00533,0.03089,0.03852,0.08253,0.20105,0.29117,0.71528,NA,NA,1.68870237523089,NA,C,NA,NA,CD/L,CD,L,Urban area,55,0,3,0.00358815473411702,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00358815473411702,0.03089,0.03852,0.08253,0.20105,0.29117,0.71528,1.68870237523089,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,NA,NA
2099,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,ECOLI,E. coli,cfu/100mL,17.8,34.1,50,111,411,603.4,2903.34835,0.206896551724138,0.310344827586207,5892.77523221168,NA,NA,NA,NA,CD/L,CD,L,Urban area,58,6,0,NA,NA,No censored - no imputation required,Imputed,TRUE,FALSE,FALSE,17.8,34.1,50,111,411,603.4,NA,NA,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,NA,NA
2100,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,TURB,Turbidity,NTU,4.16,5.71,6.3,9.4,14,14.57,50.4,NA,NA,74,NA,NA,Does not meet,NA,CD/L,CD,L,Urban area,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,4.16,5.71,6.3,9.4,14,14.57,50.4,74,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,1.3,NA
2101,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,NO3N,Nitrate-nitrogen,g/m3,0.0034,0.0121,0.017,0.0655,0.178,0.2085,0.462,NA,NA,1.25,NA,A,Meets,NA,CD/L,CD,L,Urban area,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.0034,0.0121,0.017,0.0655,0.178,0.2085,0.462,1.25,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,265,NA
2102,ECAN-00127,13175141,13065906,1459891.19689985,5085155.96759931,171.241384794008,-44.3733383995009,2013-2017,TP,Total phosphorus,g/m3,0.1616,0.221,0.27,0.45,0.72,0.758,1.096,NA,NA,2.2,NA,NA,Does not meet,NA,CD/L,CD,L,Urban area,58,0,0,NA,NA,No censored - no imputation required,No censored - no imputation required,TRUE,FALSE,FALSE,0.1616,0.221,0.27,0.45,0.72,0.758,1.096,2.2,NA,Taitarakihi Creek,SH1 Bridge,Taitarakihi Creek at SH1 Bridge,Taitarakihi Creek SH1,ECAN,SQ22030,NA,U,2369841,5646766,14,NA
2103,ECAN-00128,13154190,13507097,1392498.90719894,5124790.86099933,170.411869979473,-44.0007163794307,2013-2017,NH4N,Ammoniacal nitrogen,g/m3,0.00188,0.00188,0.00188,0.00188,0.00188,0.00188,0.0075,NA,NA,0.0075,NA,NA,Meets,NA,CW/M,CW,M,Pastoral,58,0,50,0.00375,NA,Not Imputed - model fit failed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.00375,<0.00375,<0.00375,<0.00375,<0.00375,<0.00375,0.0075,0.0075,148,Forks Stream,SH8 Tekapo Military Camp,Forks Stream at SH8 Tekapo Military Camp,Forks Stream u/s SH8,ECAN,SQ26368,NA,T,2302466,5686423,5,NA
2104,ECAN-00128,13154190,13507097,1392498.90719894,5124790.86099933,170.411869979473,-44.0007163794307,2013-2017,ECOLI,E. coli,cfu/100mL,0.01428,0.10119,0.15461,1,5,6,56.3,0.0175438596491228,0.0175438596491228,1986,NA,NA,NA,NA,CW/M,CW,M,Pastoral,57,0,24,1,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<1,<1,<1,1,5,6,56.3,1986,148,Forks Stream,SH8 Tekapo Military Camp,Forks Stream at SH8 Tekapo Military Camp,Forks Stream u/s SH8,ECAN,SQ26368,NA,T,2302466,5686423,NA,NA
2105,ECAN-00128,13154190,13507097,1392498.90719894,5124790.86099933,170.411869979473,-44.0007163794307,2013-2017,TURB,Turbidity,NTU,0.214,0.271,0.28,0.47,1.17,2.168,16.68,NA,NA,680,NA,NA,Meets,NA,CW/M,CW,M,Pastoral,58,0,1,0.1,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,0.214,0.271,0.28,0.47,1.17,2.168,16.68,680,148,Forks Stream,SH8 Tekapo Military Camp,Forks Stream at SH8 Tekapo Military Camp,Forks Stream u/s SH8,ECAN,SQ26368,NA,T,2302466,5686423,4.6,NA
2106,ECAN-00128,13154190,13507097,1392498.90719894,5124790.86099933,170.411869979473,-44.0007163794307,2013-2017,DRP,Dissolved reactive phosphorus,g/m3,0.00021,0.00039,0.00044,0.00073,0.0012,0.00139,0.00288,NA,NA,0.004,NA,NA,Meets,NA,CW/M,CW,M,Pastoral,58,0,36,0.002,NA,Imputed,No censored - no imputation required,TRUE,FALSE,FALSE,<0.002,<0.002,<0.002,<0.002,<0.002,<0.002,0.00288,0.004,148,Forks Stream,SH8 Tekapo Military Camp,Forks Stream at SH8 Tekapo Military Camp,Forks Stream u/s SH8,ECAN,SQ26368,NA,T,2302466,5686423,4,NA
